Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
d,hamburg.de,,Bebauungsplan Finkenwerder 19 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Finkenwerder 19 für den Geltungsbereich Finkenwerder Westerdeich - über das Flurstück 1878 der Gemarkung Finkenwerder-Nord - Finkenwerder Westerdeich - über das Flurstück 869 der Gemarkung Finkenwerder-Nord -  Finkenwerder Westerdeich - über die Flurstücke 793 und 872 der Gemarkung Finkenwerder-Nord - Finkenwerder Westerdeich - Südgrenze des Flurstücks 984, über die Flurstücke 984, 2235 und 1879 der Gemarkung Finkenwerder-Nord zum Finkenwerder Westerdeich (Bezirk Hamburg-Mitte, Ortsteil 139) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Volksdorf 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Volksdorf 4 für das Plangebiet Eulenkrugstraße-Foßredder-Rehblöcken-Mellenbergweg (Bezirk Wandsbek, Ortsteil 525) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 6 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 6 für das Plangebiet Pidder-Lüng-Weg-Brockdorffstraße-Jasper-Pentz-Straße-Theodor-Storm-Straße-Liliencronstraße-Poggfreedweg (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 30 für den Geltungsbereich Sachsenweg - Nordgrenzen der Flurstücke 4217, 4232, 4220, 1204 und 1203 der Gemarkung Niendorf - Langobardenweg - König-Heinrich-Weg - Krähenweg - Habichthorst - Schippelsweg (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Biotopkataster,,GML,Daten und Karten zu Lebensräumen von Pflanzen und Tieren unter besonderer Berücksichtigung der gesetzlich geschützten Biotope.,,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Natur- und Ressourcenschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Groß Flottbek 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Groß Flottbek 2 für das Plangebiet Hemmingstedter Weg - Westgrenze des Flurstücks 2463, Süd-, West-und Nordgrenze des Flurstücks 1201 und Westgrenze des Flurstücks 1192 der Gemarkung Groß Flottbek - Feldweg 45 - Windmühlenweg - Baron-Voght­ Straße (Bezirk Altona, Ortsteil 217) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wilhelmsburg 17 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wilhelmsburg 17 für den Geltungsbereich Kornweide - Finkenriek - König-Georg-Deich - Bahnanlagen (Bezirk Harburg, Ortsteil 713) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Elektro Ladestandorte Hamburg,,"GML,WMS,DATA","Die Daten zeigen die Standorte der öffentlich zugänglichen Ladeeinrichtungen für Elektrofahrzeuge in der Modellregion Elektromobilität Hamburg. Die zugehörigen Sachinformationen wie z.B. Betriebsstatus, Anzahl der Ladepunkte, Steckertypen und Zugangsmöglichkeiten sind enthalten.",,dl-de-by-1.0,,"Behörde für Wirtschaft, Verkehr und Innovation, Amt für Verkehr und Straßenwesen",,,,,,,,,,,,,,x,,,,,,,,
d,hamburg.de,,Bebauungsplan Hammerbrook 5 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hammerbrook 5 für den Geltungsbereich Heidenkampsweg-Süderstraße-Hochwasserbassin-Bille (Bezirk Hamburg-Mitte, Ortsteil 118) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 45 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 45 für den Geltungsbereich Saseler Straße-Lohheide-Lehärstraße-Deepenhorn-Nordlandweg- Jesselallee (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf  11 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 11 für das Plangebiet Nordalbingerweg-Südwest-und Nordwestgrenzen des Flurstücks 28 sowie Nordwest- und Nordostgrenzen des Flurstücks 29 der Gemarkung Niendorf - Nordalbingerweg - Paul-Sorge-Straße - Vielohweg (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hamburg-Altstadt 10 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hamburg-Altstadt 10 für den Geltungsbereich Hopfenmarkt-Hahntrapp-Großer Burstah-Nikolaifleet-Ost-West-Straße (Bezirk Hamburg-Mitte, Ortsteil 102) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ottensen 1-Othmarschen 26 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ottensen 1/0thmarschen 26 für den Geltungsbereich Ovelgönner Mühlenweg -Elbchaussee - Ostgrenze des Flurstücks 907, über das Flurstück 858, . Ostgrenze des Flurstücks 869 der Gemarkung Ottensen. -Neu­mühlen -Ostgrenze der Flurstücke -896 und 897 der Gemarkung Ottensen - Elbufer - über das Flurst.ück 1451, Nordgrenze der Flurstücke 1451, 1454 und 1455 der Gemarkung Othmarschen -Övelgönne (Bezirk Altona, Ortsteile 213 und
218) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Haushaltsplan Hamburg 2007/2008,http://www.hamburg.de/fb/haushalt/,XLS,"Die bereit gestellte Excel-Datei enthält alle Einnahme- und Ausgabetitel des Doppelhaushalts für die Haushaltsjahre 2007 und 2008. Angegeben werden je Titel u.a. veranschlagter Betrag, Zweckbestimmung, Gruppierung, Funktion, Planwert des Vorjahres und Ist-Ergebnisse zweier Vorjahre. Die Datei bietet neben dem Rohmaterial flexible Auswahlmöglichkeiten über eine Pivot-Tabelle.
Hinweise:
A) Der vollständige Haushaltsplan mit Übersichten und Erläuterungen wird auch im PDF-Format bereitgestellt (siehe URL zu weiteren Informationen über den Datensatz).
B) Änderungen, die nach Verabschiedung des Haushaltsplans durch die Bürgerschaft auf dem Wege der Nachbewilligung vorgenommen wurden, sind nicht erfasst.",,dl-de-by-1.0,,Finanzbehörde,,,,x,,,,,,,,,,,,,,,,,x,
d,hamburg.de,,Bebauungsplan Hamburg-Altstadt 39-HafenCity 5 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hamburg-Altstadt 39/HafenCity 5 für das Gebiet westlich des Magdeburger Hafens zwischen der Straße Am Sandtorkai und der Norderelbe (Bezirk Hamburg-Mitte, Ortsteil 103) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Nordgrenzen der Flurstücke 1920 und 1286 (Osakaallee), über die Flurstücke 1286, 1434, 2050 (Osakaallee), 1319, 2047 (Brooktorhafen), Südgrenze des Flurstücks 2047, Ost- und Südgrenze des Flurstücks 2050 (Osakaallee), Ostgrenze des Flurstücks 2057, über das Flurstück 1031 (Magdeburger Hafen), Ostgrenzen der Flurstücke 2057, 1945 (Überseeallee) und 2069, über die Flurstücke 1031 (Magdeburger Hafen) und 1632 (Baakenhafen), Süd- und Westgrenze des Flurstücks 2069, über das Flurstück 2069, West- und Nordgrenze des Flurstücks 1957, Westgrenze des Flurstücks 2070 (San-Francisco-Straße), über das Flur-stück 2070 (San Francisco-Straße), Westgrenzen der Flur-stücke 1953, 1949, 1952, 1950, 1938, 1937, 1933, 1934, 1921 und 1920 der Gemarkung Altstadt-Süd.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Die Wohnungszahl Hamburgs und seiner Bezirke gemäß Zensus 2011,http://www.statistik-nord.de/daten/bevoelkerung-und-gebiet/bevoelkerungsstand-und-entwicklung/,DATA,Die Wohnungszahl Hamburgs und seiner Bezirke gemäß Zensus 2011 im Vergleich zu den Wohnungszahlen der Volkszählung 1987 und der Wohnungsbestandsfortschreibung. Tiefer regional gegliederte Zahlen unterhalb der Bezirksebene können leider nicht auf der Basis der Zensusergebnisse zur Verfügung gestellt werden.,,dl-de-by-1.0,,"Statistisches Amt für Hamburg und Schleswig-Holstein, Vertrieb des Statistikamts Nord",,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Borgfelde 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Borgfelde 1 für das Plangebiet Anckelmannstraße-Ausschläger Weg-Eiffestraße (Bezirk Hamburg-Mitte, Ortsteil 120) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Georg 39 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Georg 39 für den Geltungsbereich zwischen Lohmühlenstraße - Krankenhaus St. Georg - Bezirksgrenze (Straße Sechslingspforte) - Lübeckertordamm (Bezirk Hamburg-Mitte, Ortsteil 113) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Lübeckertordamm - Südwestgrenzen der Flurstücke 663 (Lübeckertordamm), 972 (Lohmühlenstraße) und 1762, über das Flurstück 1762 der Gemarkung St. Georg-Nord - Bezirksgrenze.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wandsbek 6 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wandsbek 6 für den Geltungsbereich Bei der Hopfenkarre-Wandse-Schafsteg-Ahrensburger Straße (Bezirk Wandsbek, Ortsteil 508) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wilhelmsburg 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wilhelmsburg 2 für das Plangebiet Georg-Wilhelm-Straße - Rotenhäuser Straße - Wilhelmsburger Reichsstraße - Mengestraße (Bezirk Harburg, Ortsteil 712) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Stellingen 51/Lokstedt 51 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Stellingen 51/Lokstedt 51 für den Geltungsbereich zwischen der Högenstraße im Westen und U-Bahntrasse, Julius-Vosseler-Straße und Lenzweg im Osten sowie zwischen der Koppelstraße im Norden und dem Brehmweg im Süden (Bezirk Eimsbüttel, Ortsteile 321/317) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Westgrenzen der Flurstücke 1255 (Högenstraße), 3629, 3625 und 3622, über das Flurstück 2481 (Spannskamp), Westund Nordgrenze des Flurstücks 4170, Nordostgrenze des Flurstücks 2504, Nordost- und Westgrenze des Flurstücks 4180, Westgrenze des Flurstücks 2399, Südwest-, West- und Nordgrenze des Flurstücks 3329, Nordgrenze des Flurstücks 2426, über das Flurstück 2481 (Spannskamp), West-, Nordwest- und Nordgrenze des Flurstücks 1273, Nordgrenzen der Flurstücke 1274, 1277, 1278, 2392, 2393, 1279, 2188, 2213 und 1281, Nord- und Nordostgrenze des Flurstücks 1280 der Gemarkung Stellingen - Hagenbeckstraße - Nordgrenzen der Flurstücke 4323 und 4244, Ostgrenze des Flurstücks 4323 der Gemarkung Stellingen - über das Flurstück 4429 (Bahnanlagen), Nordgrenze des Flurstücks 1909 der Gemarkung Lokstedt - Julius-Vosseler-Straße - Lenzweg - Brehmweg - West- und Südgrenzen des Flurstücks 3214 der Gemarkung Stellingen - Hagenbeckstraße - Brehmweg - über das Flurstück 1255 (Högenstraße) der Gemarkung Stellingen.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Sponsoringbericht der KB - 1. Hj. 2013 (Hamburg),http://www.hamburg.de/sponsoring,DATA,"Bericht der Kulturbehörde über Zuwendungen in Form von Sponsoring, Spenden und mäzenatischen Schenkungen. Er beinhaltet die von der Kulturbehörde und den direkten hamburgischen Mehrheitsbeteiligungen (öffentlichen Unternehmen) aus ihrem Zuständigkeitsbereich angenommenen privaten Zuwendungen in Form von Sponsoring, Spenden und mäzenatischen Schenkungen ab 50.000 Euro im Einzelwert und die von den hamburgischen Mehrheitsbeteiligungen aus ihrem Zuständigkeitsbereich geleisteten Spenden und spendenähnlichen Zuwendungen über 2.500 Euro im Einzelwert.",,dl-de-by-1.0,,"Kulturbehörde, Amt Behördenmanagement",,,,x,,,,,,,,,,,,,,,,,x,
d,hamburg.de,,Bebauungsplan Lurup 33 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 33 für den Geltungsbereich Franzosenkoppel - Westgrenze des Flurstücks 1981, Südgrenze des Flurstücks 961 der Gemarkung Lurup - Veermoor - West- und Südgrenze des Flurstücks 939 der Ge­markung Lurup - Limosenweg - Friedrichshulder Weg  - Ost-  und   Südgrenze   des   Flurstücks   2000,  Südgrenze   des
Flurstücks 965, Ostgrenze des Flurstücks 1978 der Gemarkung Lurup - Ockerstraße (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Iserbrook 20-Osdorf 18 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Iserbrook 20/0sdorf 18 für den Geltungsbereich zwischen Isfeldstraße  und Bockhorst (Bezirk Altona, Ortsteile 224 und 220) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Isfeldstraße - Lachmannweg - über das Flurstück 4498 der Gemarkung Dockenhuden - Isfeldstraße - Nordgrenzen der Flurstücke 4566, 4241 und 4209 der Gemarkung Dockenhuden-Nordgrenzen der Flurstücke 4841 und 4840 der Gemarkung Osdorf - Feldweg 50 - Bockhorst - Grotefendweg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Altona-Altstadt 29 Hamburg,,PDF,"Der Bebauungsplan Altona-Altstadt 29 für den Geltungsbereich Otzenstraße-Westgrenzen der Flurstücke 1026 und 1009, über das Flurstück 1006 der Gemarkung Altona-Nord - Thadenstraße - Bernstorffstraße (Bezirk Altona, Ortsteil 205) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wilhelmsburg 75 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wilhelmsburg 75 für den in der Anlage durch eine durchgehende rote Linie umgrenzten Geltungs-bereich beiderseits der Veringstraße zwischen der Straße Vogelhüttendeich und Fährstraße (Bezirk Harburg, Ortsteil 712) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Veringstraße - Südgrenzen der Flurstücke 733 und 734, West- und Nordgrenze des Flurstücks 733 der Gemarkung Wilhelmsburg - Sanitasstraße - Fährstraße - Industriestraße - über das Flurstück 9011 der Gemarkung Wilhelmsburg - Reiherstieger Wettern - Vogelhüttendeich - Georg-Wilhelm-Straße - Vogelhüttendeich - über das Flurstück 530 der Gemarkung Wilhelmsburg - Fährstraße - Georg-Wilhelm-Straße - Fährstraße - Weimarer Straße - über die Flurstücke 738, 737 und 747 bis 743 der Gemarkung Wilhelmsburg - Mannesallee - über die Flurstücke 768, 775, 5223, 5222, 773 und 772 der Gemarkung Wilhelmsburg - Veringweg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Nord 16 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Nord 16 für den Geltungsbereich östlich Steilshooper Straße/beiderseits Elligersweg (Bezirk Hamburg-Nord, Ortsteil 428) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Steilshooper Straße-Elligersweg-Westgrenzen der Flurstücke 5432 und 5156, Nordgrenzen der Flurstücke 5156 und 5528 der Gemarkung Barmbek-Seebek-Middendorfstraße-Dieselstraße-über das Flurstück 96 der Gemarkung Barmbek- Langenfort.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Winterhude 14 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Winterhude 14 für den Geltungsbereich Dorotheenstraße-Krohnskamp-Nordostgrenze des Flurstücks 910, Nordwest- und Nordostgrenze des Flurstücks 2002, über das Flurstück 724 (Heidberg), Nordostgrenzen der Flurstücke 830 und 709 der Gemarkung Winterhude-Poßmoorweg-Nordostgrenze des Flurstücks 294, über das Flurstück 2766 der Gemarkung Winterhude-Goldbekkanal (Bezirk Hamburg-Nord, Ortsteil 410) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Neustadt 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Neustadt 7 für den Geltungsbereich Englische Planke-Ost-West-Straße-Neuer Steinweg-Großneumarkt- Erste Brunnenstraße-Krayenkamp (Bezirk Hamburg-Mitte, Ortsteile 105 und 106) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Horn 16 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Horn 16 für das Plangebiet Sievekingsallee - Rhiemsweg - Horner Weg - Bahnanlagen (Bezirk Hamburg-Mitte, Ortsteil 130) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Bahrenfeld 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Bahrenfeld 4 für den Geltungsbereich Hogenfeldweg - Ottensener Straße - Lederstraße-
Volksparkstraße - Ostgrenzen  der  Flurstücke  2432,  2430 und  2426,  über das Flurstück  2386,  Südgrenzen der Flur-­ stücke 2424 und 2426 sowie über das Flurstück 2426 der Gemarkung  Ottensen  zum   Hogenfeldweg   (Bezirk Altona Ortsteil  214)  wird  festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Naturdenkmale in Hamburg,http://www.hamburg.de/naturschutz/147492/naturdenkmale.html,"GML,WMS","Die Naturdenkmale des Nationalparks werden als Vektorkoordinaten gemäß Koordinatensystem EPSG::25832 bereitgestellt.
Als Naturdenkmal können Einzelschöpfungen der Natur, deren besonderer Schutz aus wissenschaftlichen, naturgeschichtlichen oder landeskundlichen Gründen oder wegen ihrer Seltenheit, Eigenart oder Schönheit erforderlich ist, ausgewiesen werden. Als Einzelschöpfungen der Natur gelten insbesondere alte oder seltene Bäume und Baumgruppen, erdgeschichtliche Aufschlüsse, Gletscherspuren, Findlinge, Quellen, Gewässer, Dünen, Bracks, Tümpel und Moore.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Natur- und Ressourcenschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 26 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 26 für den Geltungsbereich Äußerer Straßenring von den Westgrenzen der Flurstücke 775 und 777 über diese Flurstücke und die Flurstücke 3415, 776 und 3417 der Gemarkung Schnelsen bis Landesgrenze/Oldesloer Straße (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Groß-Borstel 19 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Groß Borstel 19 für den Geltungsbereich Sportallee-über die Flurstücke 250, 249 (Heimkehr), 1526, 594 (Paeplowweg), 269, 267, Nordgrenze des Flurstücks 1530 der Gemarkung Groß Borstel-Sportallee-über die Flurstücke 847 und 1551, Nordostgrenzen der Flurstücke 1551 und 1549 der Gemarkung Groß Borstel-Alsterkrugchaussee (Bezirk Hamburg-Nord, Ortsteil 406) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Georg 17 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der. Bebauungsplan St. Georg 17 für den Geltungsbereich Lindenplatz-Lindenstraße-Alexanderstraße-Berliner Tor-Beim Strohhause (Bezirk Hamburg-Mitte, Ortsteil 113) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 107 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 107 für den Geltungsbereich zwischen der Kielkoppelstraße und der Landesgrenze (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Kielkoppelstraße-Ostgrenzen der Flurstücke 6040, 2279, 2208 und 2277 der Gemarkung Altrahlstedt-Aumühler Weg-Ost- und Südgrenze des Flurstücks 5414 der Gemarkung Altrahlstedt-Schleemer Bach.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Finkenwerder 22 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Finkenwerder 22 für den Geltungsbereich Elbe-Köhlfleet-Südgrenze des Flurstücks 2044 der Gemarkung Finkenwerder-Nord - Focksweg - Nord- und Ostgrenze des Flurstücks 1874, über das Flurstück 3209 der Gemarkung Finkenwerder-Nord - Butendeichsweg - Focksweg - Mewesweg - Hein-Saß-Weg - Steendiekkanal (Bezirk Hamburg-Mitte, Ortsteil 139) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 24  Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 24 für das Plangebiet Königskinderweg - Büttskamp - Oldesloer Straße - Radenwisch - Südgrenzen der Flurstücke 746 und 745 der Gemarkung Schnelsen (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Standorte von Windkraftanlagen in Hamburg,http://www.hamburg.de/windenergie/,"GML,WMS,DATA",Standorte von Windkraftanlagen in Hamburg,,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Immissionsschutz und Betriebe",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 1 für den Geltungsbereich Bekassinenau-Greifenberger Straße-Arnswalder Straße- Redderblock-Treptower Straße (Bezirk Wandsbek, Ortseil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Osdorf 22 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Osdorf 22 für den Geltungsbereich Grönenweg - über die Flurstücke 1034 und 1035 der Gemarkung Osdorf - Grönenweg - Nordgrenzen der Flurstücke 1040 und 1068, über die Flurstücke 1068 und 1069 der Gemarkung Osdorf - Am Barls - Bornheide - Rugenbarg (Bezirk Altona, Ortsteil 220) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
